artist_count,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,key_number,key_sin,key_cos,month_sin,month_cos,day_sin,day_cos,song_age
0.2857142857142857,0.3506872056312068,0.6666666666666666,0.5934994763241903,0.05641025641025641,0.9005524861878452,0.028089887640449437,0.8,0.0,0.5725190839694656,0,0.5441176470588235,0.8924731182795701,0.7012987012987013,0.23404255319148937,0.0,0.951219512195122,0.10526315789473685,8,-0.8660254037844384,-0.5000000000000004,1.2246467991473532e-16,-1.0,-0.9680771188662041,-0.2506525322587213,0.0
0.14285714285714285,0.4647740789811352,0.641025641025641,0.7954030690411784,0.05128205128205128,0.5911602209944751,0.016853932584269662,0.6000000000000001,0.7560975609756098,0.6030534351145038,0,0.41176470588235303,0.860215053763441,0.5844155844155845,0.2446808510638298,0.0,0.17073170731707316,0.21052631578947373,0,0.0,1.0,0.8660254037844386,0.5000000000000001,0.8978045395707416,-0.4403941515576344,0.0
0.2857142857142857,0.6983852489029969,1.0,0.8968648260184828,0.19487179487179487,0.0,0.011235955056179775,0.0,0.0,0.27480916030534347,1,0.8823529411764706,0.7311827956989249,0.5064935064935063,0.6595744680851063,0.0,0.14634146341463417,0.05263157894736843,5,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,-0.9884683243281114,0.15142777750457667,0.014084507042253521
0.0,0.3834475745180119,0.923076923076923,0.3408028242830685,0.18461538461538463,0.17679558011049723,0.08707865168539325,0.2,0.3170731707317073,0.5725190839694656,1,0.41176470588235303,0.47311827956989255,0.6883116883116882,0.0,0.0,0.7804878048780488,0.10526315789473685,4,0.8660254037844387,-0.4999999999999998,-0.4999999999999997,-0.8660254037844388,0.29936312297335804,-0.9541392564000488,0.0
0.0,0.22549987873098343,0.6153846153846154,0.48172643634736767,0.1641025641025641,0.5138121546961326,0.02247191011235955,0.4,0.06097560975609756,0.12977099236641215,1,0.3382352941176471,0.19354838709677422,0.42857142857142855,0.010638297872340425,0.0,0.2926829268292683,0.05263157894736843,11,-0.5000000000000004,0.8660254037844384,-0.4999999999999997,-0.8660254037844388,0.9884683243281114,0.1514277775045767,0.0
0.14285714285714285,0.3168831186536303,0.23076923076923075,0.4821989038278338,0.046153846153846156,0.03314917127071823,0.0702247191011236,0.4,0.8780487804878049,0.4961832061068702,1,0.5147058823529411,0.34408602150537637,0.18181818181818182,0.8085106382978723,0.0,0.7804878048780488,0.368421052631579,8,-0.8660254037844384,-0.5000000000000004,1.2246467991473532e-16,-1.0,-0.9987165071710528,-0.05064916883871355,0.0
0.0,0.21580117987466396,0.4358974358974359,0.48045831291208163,0.08205128205128205,0.39779005524861877,0.014044943820224719,0.0,0.0975609756097561,0.5877862595419847,1,0.32352941176470584,0.17204301075268819,0.5714285714285714,0.010638297872340425,0.0,0.2195121951219512,0.05263157894736843,5,0.49999999999999994,-0.8660254037844387,-0.4999999999999997,-0.8660254037844388,0.9884683243281114,0.1514277775045767,0.0
0.14285714285714285,0.6268551067094141,0.9743589743589743,0.7456114885663725,0.14358974358974358,0.4917127071823204,0.08146067415730338,1.0,1.0,0.6488549618320609,1,0.5882352941176472,0.10752688172043012,0.7272727272727273,0.0425531914893617,0.0,0.17073170731707316,0.10526315789473685,5,0.49999999999999994,-0.8660254037844387,1.0,6.123233995736766e-17,-0.2993631229733582,-0.9541392564000488,0.0
0.0,0.7684895162288672,0.5897435897435898,0.8896556703523242,0.09743589743589744,0.24861878453038672,0.0,0.0,0.12195121951219512,0.5419847328244274,0,0.5,0.16129032258064518,0.42857142857142855,0.11702127659574468,0.0,0.07317073170731707,0.10526315789473685,0,0.0,1.0,-0.5000000000000004,0.8660254037844384,0.9987165071710528,-0.05064916883871264,0.08450704225352114
0.0,0.12474594392475213,0.8974358974358974,0.4399803776131668,0.041025641025641026,0.9171270718232044,0.011235955056179775,0.8,0.41463414634146345,0.5267175572519083,0,0.7794117647058825,0.5268817204301077,0.6753246753246753,0.5425531914893617,0.0,0.2195121951219512,0.1578947368421053,7,-0.4999999999999997,-0.8660254037844388,-0.4999999999999997,-0.8660254037844388,0.9884683243281114,0.1514277775045767,0.0
0.0,0.7134585510784912,0.5384615384615384,0.9596087734198551,0.21025641025641026,0.5524861878453038,0.16573033707865167,0.2,0.3902439024390244,0.3969465648854961,1,0.48529411764705876,0.4408602150537635,0.6363636363636362,0.02127659574468085,0.0,0.14634146341463417,0.05263157894736843,4,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998,-0.5712682150947924,0.8207634412072763,0.08450704225352114
0.0,0.2818561913291634,0.15384615384615385,0.698165640763325,0.035897435897435895,0.03314917127071823,0.0,0.0,0.5853658536585367,0.4961832061068702,1,0.3382352941176471,0.15053763440860216,0.3116883116883116,0.8085106382978723,0.0,0.1951219512195122,0.05263157894736843,8,-0.8660254037844384,-0.5000000000000004,-2.4492935982947064e-16,1.0,0.39435585511331855,0.9189578116202306,0.014084507042253521
0.0,0.16342333885158766,0.3846153846153846,0.47174880176239586,0.1076923076923077,0.287292817679558,0.016853932584269662,0.2,0.0,0.42748091603053434,1,0.5441176470588235,0.48387096774193555,0.7532467532467533,0.0,0.0,0.34146341463414637,0.10526315789473685,10,-0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388,0.9884683243281114,0.1514277775045767,0.0
0.0,0.8318412579620789,0.5641025641025641,0.8723818965035948,0.1282051282051282,0.4475138121546961,0.17134831460674158,0.2,0.5365853658536586,0.19083969465648848,1,0.3382352941176471,0.40860215053763443,0.5324675324675323,0.5638297872340425,0.0,0.14634146341463417,0.05263157894736843,8,-0.8660254037844384,-0.5000000000000004,-0.4999999999999997,-0.8660254037844388,-0.9884683243281114,0.15142777750457667,0.04225352112676056
0.14285714285714285,0.27287287336986876,0.28205128205128205,0.530980105633228,0.09743589743589744,0.6464088397790055,0.02247191011235955,0.2,0.9024390243902439,0.4809160305343511,0,0.6911764705882353,0.806451612903226,0.5584415584415585,0.35106382978723405,0.0,0.2926829268292683,0.10526315789473685,0,0.0,1.0,1.2246467991473532e-16,-1.0,-0.9680771188662041,-0.2506525322587213,0.0
