track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,key_A,key_A#,key_B,key_C#,key_D,key_D#,key_E,key_F,key_F#,key_G,key_G#
131,62,1,2022,2,17,7.824046010856292,21,19.85901039573747,68,24,43.0,1,0.0,92,1,45,27,67,32,0,13,14,False,False,False,False,False,False,False,False,False,False,True
404,61,2,2022,3,25,7.900266036767701,1,19.672718569595194,55,3,32.0,0,0.0,90,1,81,59,83,9,0,11,5,False,False,False,False,False,False,False,False,False,True,False
163,169,1,2022,4,1,7.078341579557671,0,19.06768628490323,21,0,31.0,0,0.0,143,1,68,41,55,16,0,10,12,False,False,False,True,False,False,False,False,False,False,False
394,307,1,2015,1,11,9.391494581018131,0,20.64443181118917,79,80,250.0,3,10.0,101,0,76,63,71,3,0,10,3,False,False,False,False,False,True,False,False,False,False,False
181,121,1,2022,4,5,6.625392368007956,8,19.538347223044894,28,124,13.0,0,1.0,118,0,70,54,71,0,0,33,4,False,False,False,True,False,False,False,False,False,False,False
267,97,3,2022,3,18,8.005033344637111,0,19.425002448185424,49,17,30.0,0,0.0,98,0,83,63,74,14,0,16,6,False,False,False,False,False,False,False,False,False,True,False
60,220,1,2022,4,6,5.420534999272286,0,18.310492069248106,11,0,7.0,0,0.0,138,0,72,22,46,24,0,9,6,False,False,False,True,False,False,False,False,False,False,False
424,45,2,2022,4,7,6.823286122355687,0,18.13932806522728,24,0,52.0,0,0.0,180,0,63,45,64,34,0,9,8,False,False,False,False,False,False,False,False,False,True,False
26,297,1,2021,9,9,7.580699752224563,9,19.82884258194165,52,25,32.0,0,10.0,145,1,56,41,57,1,0,13,3,False,False,True,False,False,False,False,False,False,False,False
389,188,3,2022,1,30,6.293419278846481,4,19.050742171595783,26,3,39.0,0,0.0,115,0,78,63,64,1,0,7,4,False,False,False,False,False,False,False,False,False,False,True
357,48,1,2022,4,8,6.532334292222349,2,18.80160129034342,11,6,12.0,0,15.0,108,1,71,55,44,74,0,11,6,False,False,False,False,False,False,False,False,True,False,False
332,310,1,2022,3,25,5.424950017481403,0,18.655310017100547,5,0,4.0,0,1.0,84,0,71,63,45,45,0,11,3,False,False,False,False,False,False,True,False,False,False,False
296,60,1,2022,3,25,7.142827401161621,0,18.8780467221699,20,4,52.0,0,1.0,95,0,69,90,91,6,0,35,4,False,False,False,False,False,True,False,False,False,False,False
121,117,1,2019,12,13,8.93022956502072,0,20.746188229963717,124,24,254.0,0,8.0,110,1,57,6,27,84,0,9,3,False,False,False,False,False,False,True,False,False,False,False
323,84,2,1996,11,24,7.223295679562314,0,18.487714038054385,46,8,60.0,0,0.0,88,1,89,59,64,5,0,19,7,False,False,False,False,False,False,False,False,False,True,False
126,318,1,2022,3,30,5.755742213586912,2,18.751377858037724,27,2,31.0,0,0.0,119,0,87,28,50,12,0,10,10,False,False,False,True,False,False,False,False,False,False,False
161,36,2,2022,3,18,6.439350371100098,0,19.10197695839571,10,2,13.0,0,1.0,98,1,78,83,75,41,0,27,8,False,False,False,False,False,False,False,True,False,False,False
136,117,1,2019,12,13,9.039552050995901,1,20.508853884033574,85,24,200.0,0,2.0,140,0,45,25,84,21,0,13,6,False,False,False,False,False,False,True,False,False,False,False
18,68,1,2021,6,25,8.142354276849835,0,20.02953967080666,32,6,46.0,0,1.0,124,1,86,62,49,51,0,35,21,False,False,False,False,False,True,False,False,False,False,False
245,137,6,2022,2,25,6.823286122355687,0,18.610037148080934,34,39,30.0,0,0.0,105,0,91,73,72,13,0,9,15,True,False,False,False,False,False,False,False,False,False,False
340,22,1,2022,4,5,5.204006687076795,0,17.802810724635265,16,14,7.0,0,0.0,118,1,68,24,58,44,0,6,3,False,False,False,False,False,False,False,False,False,False,True
381,28,1,2022,5,6,7.014814351275545,6,19.849149183514943,7,30,13.0,1,1.0,93,0,79,22,55,31,0,12,5,False,False,False,True,False,False,False,False,False,False,False
407,28,1,2022,5,6,7.07326971745971,0,19.56207565744838,7,21,11.0,0,0.0,142,1,87,93,59,28,0,17,5,False,False,False,True,False,False,False,False,False,False,False
299,152,1,2022,5,13,8.156797046675651,0,18.972852528199628,20,10,33.0,0,0.0,96,0,85,41,43,39,0,12,21,False,True,False,False,False,False,False,False,False,False,False
219,28,1,2022,5,6,7.275172319452771,0,19.53795219595333,9,11,22.0,1,0.0,85,1,71,43,65,23,0,9,5,False,True,False,False,False,False,False,False,False,False,False
324,154,2,2022,5,13,8.015987811027237,0,18.629455297909495,22,0,23.0,0,0.0,140,0,92,78,57,46,0,14,9,False,False,False,True,False,False,False,False,False,False,False
183,292,2,2022,5,6,7.493873886783559,8,19.98857902942964,8,25,18.0,1,0.0,196,0,66,58,79,23,0,22,20,False,False,True,False,False,False,False,False,False,False,False
70,152,1,2022,5,13,7.912056888179006,0,18.65330802222757,3,7,13.0,0,1.0,134,1,78,51,43,69,0,14,9,False,False,False,False,False,False,False,False,False,True,False
96,28,1,2022,5,6,6.794586580876499,3,19.63980421017795,10,24,11.0,0,0.0,130,1,82,50,67,12,0,13,5,False,False,False,True,False,False,False,False,False,False,False
379,28,1,2022,5,6,6.937314081223682,28,19.815021542987758,5,28,9.0,0,0.0,152,1,84,74,69,21,0,18,6,False,False,True,False,False,False,False,False,False,False,False
262,30,2,2022,5,6,7.427738840532894,7,19.582414159103667,10,30,13.0,0,33.0,108,1,78,55,60,59,0,7,4,False,False,False,False,True,False,False,False,False,False,False
17,28,1,2022,5,6,6.721425700790643,0,19.462225774625708,4,15,10.0,0,0.0,121,0,86,67,65,42,0,35,7,False,False,False,False,False,False,False,False,True,False,False
382,28,1,2022,5,6,6.912742820493176,1,19.462130837596906,8,12,9.0,0,0.0,188,0,50,41,50,69,0,12,6,False,False,False,False,False,False,False,True,False,False,False
376,227,2,2022,2,14,7.221105098182496,0,19.544806696673714,48,4,34.0,1,0.0,110,1,80,26,85,23,0,11,21,False,False,False,True,False,False,False,False,False,False,False
148,218,1,2016,1,15,7.989221408815276,0,20.183463471592034,10,2,150.0,0,0.0,110,0,51,48,82,0,0,5,3,False,False,True,False,False,False,False,False,False,False,False
356,217,2,2022,4,29,6.688354713946762,0,19.172611775502148,16,81,23.0,0,0.0,130,1,91,91,96,3,0,3,9,False,False,False,False,False,False,True,False,False,False,False
298,152,1,2022,5,13,7.00669522683704,0,17.534193638716747,0,0,0.0,0,0.0,104,1,44,74,42,88,0,9,9,False,False,False,False,False,False,False,False,False,True,False
338,145,1,2022,3,10,6.320768294250582,0,17.799467080273764,10,4,4.0,0,0.0,105,1,83,32,82,14,0,12,4,False,False,False,False,True,False,False,False,False,False,False
372,281,1,2022,4,22,7.62608275807238,0,19.31571163034346,52,9,46.0,0,1.0,81,1,38,20,66,9,0,9,8,False,False,False,False,False,False,False,False,False,True,False
73,152,1,2022,5,13,7.309212365692763,0,17.564675093904526,2,0,10.0,0,0.0,170,0,37,14,24,80,0,11,4,False,False,False,True,False,False,False,False,False,False,False
226,152,1,2022,5,13,7.5652752818989315,0,17.79712395233026,2,0,4.0,0,0.0,92,0,66,29,65,23,0,8,7,False,False,False,False,False,False,True,False,False,False,False
37,175,1,2022,4,22,6.566672429803241,4,18.89090758578432,16,11,18.0,0,0.0,140,0,84,61,42,31,0,9,9,False,False,True,False,False,False,False,False,False,False,False
270,35,2,2022,4,25,6.834108738813838,0,18.916371795679037,19,0,7.0,0,0.0,96,1,61,32,90,25,0,10,9,False,False,False,True,False,False,False,False,False,False,False
312,152,1,2022,5,13,7.085901464365611,0,17.428900466760876,0,0,3.0,0,0.0,118,0,66,83,43,84,0,19,19,False,False,False,False,False,False,False,True,False,False,False
269,258,2,2022,2,6,5.857933154483459,6,19.465364103083754,10,22,3.0,0,0.0,92,0,71,67,60,7,0,6,4,False,False,True,False,False,False,False,False,False,False,False
398,178,2,2022,1,26,8.418918622147897,0,19.522564681602383,135,74,119.0,1,18.0,127,1,77,53,78,19,0,29,4,False,True,False,False,False,False,False,False,False,False,False
147,144,2,2022,4,29,7.20934025660291,0,18.48758846569145,26,1,17.0,0,0.0,150,0,82,82,66,13,0,11,6,False,False,False,False,False,False,False,False,False,False,True
413,132,1,2022,4,13,6.411818267709897,0,18.735464519925227,5,29,14.0,0,0.0,100,1,87,46,60,1,0,13,16,False,False,False,False,False,False,False,False,True,False,False
326,46,1,2021,12,24,7.10002716662926,0,18.000912801224086,31,0,19.0,0,2.0,105,0,73,59,81,13,0,9,6,False,False,False,True,False,False,False,False,False,False,False
119,162,1,2022,5,2,6.4457198193855785,0,19.25140423230129,18,75,9.0,0,0.0,104,1,86,43,62,5,0,13,14,False,False,False,False,False,False,False,False,False,True,False
1,167,1,2022,3,23,7.171656822768514,0,19.038839634223024,23,1,15.0,0,0.0,154,1,54,45,79,1,0,17,5,False,False,False,False,False,False,False,False,False,False,True
306,247,1,2022,2,22,7.1929342212158,0,17.81705602663102,42,51,32.0,0,0.0,80,1,47,33,83,18,0,10,5,False,False,True,False,False,False,False,False,False,False,False
401,114,2,2022,4,24,5.840641657373398,2,19.298563411264908,4,35,11.0,1,1.0,150,1,53,14,43,64,0,13,3,False,False,False,False,False,True,False,False,False,False,False
311,158,1,2019,11,7,6.0112671744041615,1,19.316327499735685,5,0,5.0,0,0.0,92,1,58,27,36,86,0,9,3,False,False,False,False,False,False,False,False,False,True,False
370,279,1,2022,5,6,7.30854279753919,0,18.699614481064845,26,2,15.0,0,2.0,144,1,47,7,50,32,0,7,4,False,False,False,False,False,False,True,False,False,False,False
138,271,1,2017,10,20,7.725330037917135,0,19.03427925394901,11,6,25.0,0,1.0,150,1,37,27,56,8,0,13,3,False,False,False,False,False,False,True,False,False,False,False
406,25,1,2022,6,10,6.721425700790643,0,19.525959568474775,32,110,26.0,0,0.0,172,1,56,68,89,4,0,33,19,False,False,False,True,False,False,False,False,False,False,False
303,25,1,2022,6,10,6.602587892189336,0,19.617269805418516,5,132,17.0,0,3.0,77,1,72,70,82,2,0,4,17,False,False,False,False,False,False,False,False,False,False,True
218,117,1,2022,5,20,8.076826031298808,3,19.718729673313803,29,10,79.0,0,0.0,114,1,51,39,29,90,0,10,4,False,False,False,False,True,False,False,False,False,False,False
128,25,1,2022,6,10,5.793013608384144,0,18.556489823178254,5,40,12.0,0,0.0,117,1,63,29,51,43,0,25,4,False,False,False,False,True,False,False,False,False,False,False
83,117,1,2022,5,20,7.9287663216266955,0,19.488260482111905,21,11,40.0,0,0.0,146,1,69,63,45,48,0,18,4,False,False,False,True,False,False,False,False,False,False,False
56,223,4,2022,6,10,7.746732907753622,0,18.733127414208397,34,0,29.0,0,0.0,120,1,88,15,56,1,0,8,6,False,False,False,False,False,False,False,False,False,True,False
284,43,3,2022,5,27,8.290041618704489,0,19.065818946637396,73,45,119.0,0,0.0,100,0,82,76,70,16,0,8,5,False,False,True,False,False,False,False,False,False,False,False
46,25,1,2022,6,10,5.634789603169249,0,18.186163645868508,0,18,6.0,0,0.0,158,0,60,68,84,4,0,24,11,False,False,False,False,False,False,False,False,False,False,True
199,117,1,2022,5,20,7.741967899820685,0,19.42569523085966,20,3,39.0,0,0.0,142,1,56,40,54,72,0,10,4,False,False,False,False,False,True,False,False,False,False,False
184,202,4,2022,5,20,8.177515823846075,3,19.624092819099076,36,1,31.0,0,1.0,170,0,80,77,85,11,0,17,14,True,False,False,False,False,False,False,False,False,False,False
202,117,1,2022,5,20,7.56734567601324,0,19.269425830887567,13,2,31.0,0,0.0,118,1,56,20,54,67,0,6,5,False,False,False,False,False,False,False,False,False,True,False
330,115,1,2022,6,9,6.964135612418245,0,18.33491873889976,51,14,19.0,0,0.0,83,0,63,29,62,4,0,18,4,False,False,False,False,False,True,False,False,False,False,False
247,216,2,2022,6,2,6.799055862058796,0,18.745184746121716,0,0,2.0,0,0.0,92,1,83,56,82,10,0,9,5,False,False,False,False,False,False,False,False,True,False,False
71,64,3,2022,3,18,8.57376254290413,0,19.47408461582872,139,73,142.0,0,5.0,123,0,60,46,71,3,0,16,4,False,False,False,False,False,False,True,False,False,False,False
28,78,1,2022,6,2,6.371611847231857,8,18.872628409721155,12,1,8.0,0,1.0,110,0,81,61,93,49,0,12,11,False,False,False,False,False,False,False,True,False,False,False
49,117,1,2022,5,20,7.325148957955575,0,18.73600905785703,26,2,30.0,0,0.0,118,1,42,32,20,94,0,11,4,False,False,False,True,False,False,False,False,False,False,False
4,264,1,2021,5,15,5.5093883366279774,4,19.026488750166635,4,106,0.0,0,7.0,90,0,68,54,76,21,0,11,20,False,False,True,False,False,False,False,False,False,False,False
350,150,1,2022,5,13,5.3981627015177525,4,19.034826009609358,16,5,0.0,0,6.0,130,1,49,14,40,82,0,11,3,False,False,False,True,False,False,False,False,False,False,False
106,305,1,2022,5,13,6.244166900663736,0,18.920584652323953,5,36,1.0,0,0.0,154,0,70,97,62,47,0,10,4,False,False,False,False,False,False,False,False,True,False,False
377,67,5,2022,6,16,7.758760544157663,0,19.44929032642204,37,2,38.0,2,0.0,110,1,91,59,82,8,0,6,8,False,False,False,True,False,False,False,False,False,False,False
43,312,1,2022,6,10,7.784473235736469,0,19.21707442822065,45,2,26.0,0,1.0,102,1,73,62,75,0,0,34,8,False,False,False,True,False,False,False,False,False,False,False
258,166,1,2022,2,6,6.679599185844383,11,19.388730071744522,26,18,15.0,1,4.0,120,0,81,72,65,4,0,14,4,False,False,False,False,False,False,False,False,False,False,True
266,201,1,2022,6,24,6.349138991379798,0,19.17917165263371,19,21,14.0,0,2.0,97,1,80,36,86,4,0,3,5,False,False,False,False,True,False,False,False,False,False,False
190,250,2,2022,3,24,6.725033642166843,3,18.686266069075774,18,124,24.0,1,0.0,140,0,44,41,92,0,0,44,7,False,False,False,False,False,False,False,True,False,False,False
207,315,1,2022,7,1,6.338594078203183,0,18.864056630701022,6,52,11.0,0,0.0,97,1,78,31,72,1,0,11,4,False,False,False,False,True,False,False,False,False,False,False
339,73,1,2022,6,17,7.942717540573791,0,19.0701314536823,38,105,25.0,0,2.0,137,0,88,8,49,9,0,9,14,False,True,False,False,False,False,False,False,False,False,False
185,10,3,2022,7,6,6.852242569051878,0,18.612863989056994,49,3,57.0,0,0.0,90,1,85,80,83,10,0,8,11,False,False,False,True,False,False,False,False,False,False,False
418,204,1,2022,6,24,6.643789733147672,0,18.696387720296592,25,0,22.0,0,0.0,183,0,44,44,67,7,0,12,13,False,False,False,False,False,False,False,False,False,False,True
35,265,3,2022,8,5,7.284134806195205,0,19.205479839198862,53,2,33.0,0,0.0,120,1,77,94,87,2,0,23,12,False,False,False,True,False,False,False,False,False,False,False
307,75,3,2022,8,5,7.653494909661253,0,18.95561058870375,51,1,50.0,0,0.0,130,0,72,18,46,7,0,28,8,False,False,False,False,False,False,True,False,False,False,False
321,96,1,2022,8,5,7.22983877815125,4,19.00323955071972,23,10,18.0,0,0.0,172,0,74,46,58,15,0,13,8,False,False,False,False,False,False,False,False,False,False,True
9,32,1,2022,7,29,7.896924656268864,0,18.961774539656936,39,47,36.0,0,0.0,122,0,55,46,64,0,0,17,10,False,True,False,False,False,False,False,False,False,False,False
32,205,1,2022,8,1,6.684611727667927,12,19.39417370581764,14,141,9.0,0,1.0,105,0,81,70,65,24,0,8,4,False,True,False,False,False,False,False,False,False,False,False
348,238,1,2022,3,11,7.081708586105575,6,19.316478571303826,17,10,16.0,0,4.0,120,1,90,73,51,39,0,9,6,False,False,False,False,False,False,False,True,False,False,False
67,266,1,2022,7,12,5.908082938168931,0,18.39649508458949,28,67,195.0,0,0.0,145,1,56,43,53,24,0,12,4,False,False,False,False,False,False,False,False,False,True,False
105,112,2,2022,7,22,6.269096283706261,4,19.475963918734628,10,43,3.0,1,0.0,99,0,79,64,59,28,0,11,14,False,False,False,False,False,False,False,False,False,True,False
142,148,1,2008,1,1,9.770241833388766,34,20.604376565636933,63,39,,0,2.0,88,0,79,66,65,5,0,25,14,False,True,False,False,False,False,False,False,False,False,False
337,44,4,2022,7,15,8.043663352393944,0,18.631534046619777,54,6,124.0,1,0.0,126,1,81,90,73,28,0,29,4,True,False,False,False,False,False,False,False,False,False,False
168,176,2,2022,2,18,6.663132695990803,9,19.594572701165042,15,33,6.0,1,0.0,113,1,70,97,59,55,0,27,12,False,False,False,False,False,False,False,False,False,False,True
92,65,3,2022,6,16,7.8009820712577405,0,19.29996757061785,81,4,248.0,1,6.0,132,1,82,49,88,20,0,21,3,False,False,True,False,False,False,False,False,False,False,False
279,192,3,2022,5,20,7.014814351275545,4,19.07234624369689,22,2,65.0,1,3.0,135,1,77,74,74,47,0,34,8,False,False,False,False,False,False,False,False,False,False,True
146,89,2,2017,11,10,8.510772623613315,0,19.465247195566,165,10,177.0,4,73.0,126,1,67,49,77,11,0,19,11,False,False,False,True,False,False,False,False,False,False,False
16,121,1,2022,8,22,6.643789733147672,12,19.397309328999345,20,129,11.0,0,12.0,125,1,68,80,92,10,0,9,12,False,False,False,True,False,False,False,False,False,False,False
354,277,1,2022,8,26,6.423246963533519,0,19.05977355871496,14,77,15.0,1,2.0,120,0,77,78,91,14,0,33,12,False,False,False,False,False,True,False,False,False,False,False
125,96,1,2022,6,3,7.4073177104694174,30,19.446435588999144,20,49,23.0,2,2.0,164,0,70,58,57,25,0,15,7,False,False,False,False,False,False,False,False,False,False,True
176,214,1,2022,6,10,7.61085279039525,8,19.220036334106457,117,72,107.0,1,7.0,93,0,65,79,66,31,0,22,7,False,True,False,False,False,False,False,False,False,False,False
367,56,1,2002,8,5,10.341516651517555,6,21.198359187184177,124,25,,1,0.0,146,1,56,21,44,73,0,11,2,False,False,False,False,False,False,False,True,False,False,False
405,311,2,2022,9,13,5.733341276897746,0,17.667654951991008,6,1,6.0,0,0.0,92,1,81,48,70,13,0,15,7,False,True,False,False,False,False,False,False,False,False,False
315,226,1,2016,6,23,7.81156848934518,0,19.756521560627586,15,0,0.0,0,0.0,102,0,64,4,60,11,0,19,4,False,False,False,True,False,False,False,False,False,False,False
188,96,1,2022,9,13,5.802118375377063,0,17.804261336582957,3,0,2.0,0,0.0,93,1,78,75,62,6,0,15,6,False,False,False,False,True,False,False,False,False,False,False
33,100,4,2022,8,18,6.729824070489475,0,18.885927288692308,14,1,13.0,0,0.0,102,1,84,43,75,5,0,6,8,True,False,False,False,False,False,False,False,False,False,False
228,267,1,1982,5,16,7.611347717403621,0,18.85477838078299,77,10,119.0,0,40.0,145,1,66,24,58,17,0,19,5,True,False,False,False,False,False,False,False,False,False,False
2,173,1,2022,7,14,8.211482916445066,6,19.327684985542437,41,0,158.0,2,68.0,156,1,72,92,77,9,0,8,11,False,False,False,False,False,False,False,False,False,True,False
57,81,1,2022,9,29,7.402451520818244,0,18.988689288258012,86,14,80.0,0,37.0,123,1,57,50,85,5,0,16,4,False,False,False,False,True,False,False,False,False,False,False
155,240,2,2020,12,18,6.505784060128229,1,18.760222123076517,0,0,31.0,0,2.0,125,0,49,13,74,0,0,9,4,False,False,False,False,False,True,False,False,False,False,False
291,77,3,2022,11,4,7.565793282428515,0,19.06952935725193,24,8,17.0,0,1.0,122,0,75,45,63,6,0,35,12,False,False,False,False,False,False,True,False,False,False,False
292,279,1,2022,10,21,7.3833681469923835,0,19.22297051211102,10,3,12.0,0,0.0,109,1,75,11,50,20,0,30,17,False,False,False,False,False,False,False,False,False,True,False
217,279,1,2022,10,21,7.5688956634069955,0,19.201475127654977,7,5,13.0,0,0.0,126,1,66,12,35,55,0,9,14,False,False,False,False,False,False,True,False,False,False,False
66,74,2,2022,11,4,7.492760300922379,0,18.76937089410374,26,9,17.0,0,3.0,104,1,73,25,61,1,0,32,7,False,False,False,True,False,False,False,False,False,False,False
403,279,1,2022,10,21,7.447751280047908,0,18.994503234241893,4,5,8.0,0,0.0,158,1,48,55,84,43,0,15,12,False,False,False,False,False,False,False,False,False,True,False
288,74,2,2022,11,4,6.915723448631314,0,18.537898321989942,6,5,3.0,0,0.0,144,1,93,62,61,0,0,12,20,False,False,False,False,False,False,False,True,False,False,False
358,134,1,2022,10,28,6.1779441140506,9,19.130864322458777,10,100,15.0,1,27.0,125,1,54,22,76,0,0,14,3,False,False,False,False,False,False,False,True,False,False,False
361,279,1,2022,10,21,7.150701457592526,0,19.01611912080834,1,6,11.0,0,0.0,96,1,57,55,74,22,0,8,4,False,False,False,False,False,False,False,True,False,False,False
236,256,1,2022,11,3,6.860663671448287,0,18.33155838404167,61,13,37.0,1,0.0,144,1,60,24,39,57,0,8,3,True,False,False,False,False,False,False,False,False,False,False
8,98,2,2022,11,3,6.352629396319567,0,18.11298212372505,2,0,7.0,0,0.0,92,1,80,81,67,4,0,8,6,False,False,False,True,False,False,False,False,False,False,False
107,99,3,2022,10,20,7.186144304522325,0,18.71257104686851,29,26,17.0,0,0.0,97,1,82,67,77,8,0,12,5,False,False,False,True,False,False,False,False,False,False,False
24,42,1,2022,11,4,6.663132695990803,2,18.379935746467762,27,18,32.0,1,0.0,90,0,61,32,67,15,0,11,5,False,False,False,False,False,False,True,False,False,False,False
