track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,key_A,key_A#,key_B,key_C#,key_D,key_D#,key_E,key_F,key_F#,key_G,key_G#
235,269,3,2023,1,12,6.490723534502507,6,18.6110717714813,33,7,53.0,2,0.0,90,0,68,83,71,3,0,31,8,False,True,False,False,False,False,False,False,False,False,False
159,248,1,2014,1,1,9.769556079890267,3,21.1976268054361,136,24,,0,30.0,82,1,68,50,49,56,0,8,4,False,False,False,False,False,False,False,True,False,False,False
143,58,1,2020,3,20,8.727616178321068,7,20.987013684590345,82,1,231.0,0,2.0,92,1,47,25,43,62,0,32,3,False,False,False,False,False,False,False,True,False,False,False
39,306,6,2022,12,12,4.875197323201151,4,18.758487939119778,21,79,2.0,0,0.0,116,0,77,65,80,6,0,15,4,False,False,False,False,False,False,False,False,False,False,True
341,276,1,2023,1,27,5.886104031450156,0,18.49432898901921,12,56,13.0,0,13.0,125,0,71,83,89,1,0,17,9,False,True,False,False,False,False,False,False,False,False,False
278,23,1,2022,8,19,7.582738488914411,16,20.12780037822429,57,119,77.0,1,13.0,90,1,80,71,69,2,0,27,10,False,False,False,True,False,False,False,False,False,False,False
206,88,1,2020,1,10,8.30844552038576,8,20.58645709797024,78,21,240.0,1,52.0,186,0,41,9,61,2,0,12,5,False,False,False,False,False,False,True,False,False,False,False
31,251,1,2015,4,22,8.021584533455107,6,20.163576176282465,43,53,134.0,1,32.0,166,0,40,23,48,5,0,12,3,False,False,False,False,False,False,False,False,False,False,True
44,244,1,2022,12,9,7.3031700512368,0,18.911001580085294,22,51,12.0,0,0.0,114,0,46,60,28,91,0,21,4,True,False,False,False,False,False,False,False,False,False,False
408,28,1,2021,6,4,9.17419492533983,28,20.954849270445468,120,86,164.0,4,0.0,180,1,64,44,65,28,0,14,12,False,False,False,True,False,False,False,False,False,False,False
99,4,1,1973,1,5,5.1298987149230735,0,20.547228616282666,0,0,5.0,0,0.0,80,0,39,24,43,39,0,23,3,False,False,False,False,False,False,False,True,False,False,False
393,300,2,2022,9,28,7.385851078125209,0,19.178859672431052,34,54,34.0,0,2.0,140,0,58,17,62,18,0,20,8,False,False,False,False,True,False,False,False,False,False,False
175,156,1,2022,10,12,6.354370040797351,4,19.162802995394966,38,101,26.0,0,0.0,102,1,58,29,94,0,0,9,11,False,False,False,True,False,False,False,False,False,False,False
320,118,1,2022,9,14,6.570882962339584,7,19.018588973671143,2,4,6.0,0,0.0,85,0,65,36,47,31,0,12,10,False,False,False,False,False,False,False,True,False,False,False
412,279,1,2022,10,21,7.839131648274333,2,19.66957109209534,8,18,20.0,0,1.0,120,1,69,40,39,41,0,13,6,False,False,False,False,True,False,False,False,False,False,False
178,229,3,2022,7,17,5.680172609017068,6,19.719780824083983,26,98,4.0,0,0.0,94,1,58,44,57,57,0,10,3,False,False,False,True,False,False,False,False,False,False,False
271,184,2,2012,1,1,9.557045784877424,4,21.114810821457347,56,38,,1,2.0,110,1,74,51,74,2,0,29,4,False,False,False,False,False,False,True,False,False,False,False
300,38,1,1958,1,1,9.61547209118311,0,20.46087914952753,191,168,206.0,0,2.0,140,1,70,85,41,71,0,45,5,False,False,False,False,False,False,False,False,False,False,True
171,37,1,1957,1,1,9.242517103671403,0,20.423918069431817,165,99,104.0,0,2.0,119,1,74,78,37,84,0,6,3,False,False,False,False,True,False,False,False,False,False,False
385,151,1,2013,10,25,8.794370279222871,0,20.000248384723356,144,99,251.0,0,0.0,160,1,51,69,81,0,0,21,5,False,False,False,False,False,False,False,False,False,False,True
124,138,1,1970,11,1,8.239857411018601,0,20.0694058000255,21,3,10.0,0,0.0,148,1,50,96,82,47,0,34,4,False,False,False,False,True,False,False,False,False,False,False
201,244,1,2022,12,9,7.028201432058005,0,18.523679950913873,16,63,8.0,0,0.0,65,0,71,55,26,85,0,13,8,True,False,False,False,False,False,False,False,False,False,False
387,245,2,2022,12,8,6.949856455000773,0,18.35886690216909,7,29,3.0,0,0.0,150,0,73,71,69,53,0,32,9,False,True,False,False,False,False,False,False,False,False,False
5,41,1,1952,1,1,8.97853441008332,0,19.795892410762516,108,120,73.0,0,0.0,140,1,67,81,36,64,0,15,3,False,False,False,True,False,False,False,False,False,False,False
402,219,1,1979,11,16,7.430114138561801,0,19.816775642528736,1,0,29.0,0,0.0,95,1,75,74,58,36,0,9,3,False,False,True,False,False,False,False,False,False,False,False
333,244,1,2022,12,9,6.810142450115136,0,18.293895198281195,6,21,3.0,0,0.0,76,1,60,19,20,78,0,11,5,False,False,False,True,False,False,False,False,False,False,False
223,259,1,1984,1,1,6.992096427415888,0,19.67810934571975,90,35,5.0,0,0.0,101,0,72,91,87,14,0,13,3,False,False,False,True,False,False,False,False,False,False,False
101,54,1,1986,1,1,6.790097235513905,0,19.878143402935788,50,0,6.0,0,0.0,180,1,51,87,58,36,0,18,4,True,False,False,False,False,False,False,False,False,False,False
63,63,1,1963,11,22,9.118553976345474,0,19.307613311455853,121,58,212.0,0,0.0,126,1,34,35,76,39,0,8,5,False,False,False,False,False,True,False,False,False,False,False
137,244,1,2022,12,9,6.794586580876499,0,17.995463678964253,3,17,2.0,0,0.0,150,1,43,42,44,57,0,15,6,False,False,False,False,False,False,False,True,False,False,False
118,244,1,2022,12,9,6.897704943128636,0,18.02823303072146,5,9,1.0,0,0.0,90,1,53,47,74,9,0,34,4,False,False,False,False,True,False,False,False,False,False,False
250,244,1,2022,12,9,6.709304340258298,0,17.94295255698166,14,22,0.0,0,0.0,160,1,72,78,68,28,0,11,12,False,False,False,False,False,False,False,True,False,False,False
222,82,2,2017,11,10,7.700747794511798,0,18.726130573284518,72,90,141.0,0,0.0,114,1,59,60,94,24,0,10,4,False,False,False,True,False,False,False,False,False,False,False
167,221,3,1958,1,1,8.74687531957003,0,19.50586483997766,89,39,158.0,0,0.0,113,1,73,72,32,77,0,15,5,False,False,False,False,False,False,False,False,False,True,False
29,179,2,2022,11,4,5.749392985908253,2,18.73322285400256,10,6,7.0,1,9.0,100,0,70,92,59,3,0,10,3,False,False,True,False,False,False,False,False,False,False,False
400,233,1,2022,12,2,5.869296913133774,2,18.725304162961514,2,74,14.0,0,2.0,155,1,49,42,77,3,0,12,9,False,False,False,False,False,False,False,False,False,False,True
152,244,1,2021,12,3,8.31752199628717,0,19.69243339875265,66,96,43.0,0,0.0,107,0,54,41,39,51,0,11,16,False,False,False,False,False,False,False,False,False,True,False
297,294,2,2022,12,2,6.78105762593618,0,18.52188256119879,3,7,10.0,0,0.0,112,1,80,15,54,9,0,38,5,False,False,False,False,False,False,False,False,False,False,True
84,199,1,1959,1,1,8.101677747454572,0,18.65991585683328,65,39,41.0,0,0.0,107,0,69,96,36,81,0,8,4,False,False,False,False,False,False,False,False,True,False,False
68,244,1,2022,12,9,6.802394763324311,0,17.856290652144143,2,14,2.0,0,0.0,150,1,79,77,46,5,0,11,7,False,False,False,True,False,False,False,False,False,False,False
328,280,2,2022,10,21,7.789868559054706,0,19.59451551086245,33,57,30.0,0,11.0,110,1,66,19,32,69,0,12,4,True,False,False,False,False,False,False,False,False,False,False
215,279,1,2022,10,21,7.742835955430749,0,19.576701004207187,12,16,14.0,0,0.0,108,1,64,4,40,6,0,10,6,False,False,False,False,False,False,False,False,False,True,False
38,279,1,2022,10,21,7.90100705199242,0,19.609157225070796,39,35,22.0,2,0.0,164,1,70,39,56,6,0,9,7,False,False,False,False,False,False,False,False,False,True,False
410,113,2,2005,9,20,7.8547691834991324,0,19.011670490174666,108,56,30.0,0,0.0,93,1,63,93,88,1,0,12,4,False,False,False,False,False,False,False,True,False,False,False
374,244,1,2022,12,8,6.5722825426940075,0,17.712683078771793,0,9,2.0,0,0.0,128,1,45,35,68,78,0,39,8,False,False,True,False,False,False,False,False,False,False,False
268,29,2,2022,5,6,8.066521490469993,4,20.236409121683728,38,64,37.0,3,36.0,97,1,83,47,80,2,0,24,9,True,False,False,False,False,False,False,False,False,False,False
304,55,1,1958,1,1,9.061027968789174,0,19.318200192512254,120,30,52.0,0,1.0,152,0,69,94,71,79,0,7,8,False,False,False,False,False,False,False,False,False,True,False
172,101,1,1957,1,1,8.372629740224884,0,19.00099769095759,32,3,65.0,0,0.0,175,1,51,94,34,73,0,10,5,False,False,False,False,False,False,False,False,False,False,True
122,244,1,2022,12,9,6.523562306149512,0,17.759839772518962,2,15,1.0,0,0.0,116,1,61,48,55,67,0,16,8,False,False,False,False,True,False,False,False,False,False,False
259,135,2,2022,12,2,5.988961416889864,0,18.1740119949163,2,2,6.0,0,2.0,80,0,33,51,59,76,0,44,6,False,False,False,False,False,False,False,True,False,False,False
308,285,1,2022,1,7,8.398634855292102,0,19.604836992925126,81,77,133.0,0,2.0,122,1,70,91,79,3,0,7,10,False,False,False,False,False,False,False,False,False,True,False
165,285,1,2022,1,7,7.966239776559467,6,19.784860798854048,13,89,34.0,0,3.0,135,0,70,60,58,4,0,16,3,True,False,False,False,False,False,False,False,False,False,False
263,285,1,2022,1,7,8.21932609390609,0,19.643455095248974,49,88,62.0,0,2.0,93,0,65,82,74,27,0,32,5,False,False,False,True,False,False,False,False,False,False,False
149,285,1,2022,1,7,7.557994958530806,0,18.596634712283393,7,47,15.0,0,0.0,121,0,80,62,51,2,0,9,8,False,False,False,False,False,False,False,False,False,True,False
132,285,1,2022,1,7,7.739794458408701,0,18.576860050438732,11,29,14.0,0,0.0,123,0,74,35,73,0,0,21,5,False,False,False,False,False,False,False,False,True,False,False
193,285,1,2022,1,7,7.937731775260109,0,19.117126837111623,18,77,61.0,0,1.0,143,1,53,50,79,0,0,8,3,False,False,False,True,False,False,False,False,False,False,False
353,285,1,2021,8,6,7.862497197230545,0,18.688076972977854,17,80,38.0,0,0.0,121,0,70,35,77,1,0,26,4,False,True,False,False,False,False,False,False,False,False,False
41,285,1,2022,1,7,7.164720378771857,0,18.431768892591833,3,18,14.0,0,0.0,87,0,49,49,59,44,0,35,21,False,False,False,False,False,False,True,False,False,False,False
153,287,2,2022,1,7,7.072421900537371,0,18.33355329113529,9,10,9.0,0,0.0,110,1,75,85,84,10,0,31,19,False,False,False,False,True,False,False,False,False,False,False
239,68,1,2021,6,11,8.805824812903607,0,20.764953129628207,125,36,150.0,0,2.0,130,1,66,19,61,30,0,9,7,False,False,False,True,False,False,False,False,False,False,False
335,285,1,2022,1,7,6.922643891475888,0,18.127670595814365,1,17,11.0,0,0.0,86,0,28,13,41,50,0,19,3,True,False,False,False,False,False,False,False,False,False,False
260,288,2,2021,11,5,8.470520783217808,0,20.10632992947973,68,18,75.0,0,1.0,97,1,68,72,78,4,0,7,5,False,False,False,True,False,False,False,False,False,False,False
230,5,2,2020,9,21,8.07775756373692,2,20.175443976177817,67,13,139.0,0,40.0,116,1,75,36,76,12,0,10,10,False,False,False,False,True,False,False,False,False,False,False
428,139,2,2021,5,21,8.567506005289827,6,20.93097558549766,85,43,134.0,0,2.0,176,1,29,12,33,68,0,12,5,False,False,False,False,False,True,False,False,False,False,False
23,279,1,2021,11,12,8.441607204459642,5,20.184875451917055,50,49,30.0,1,2.0,93,1,63,21,52,28,0,9,3,False,False,False,True,False,False,False,False,False,False,False
95,285,1,2022,1,7,7.077498053569231,0,17.971319075938023,1,5,6.0,0,0.0,122,1,77,25,62,34,0,23,3,False,True,False,False,False,False,False,False,False,False,False
257,3,1,2021,11,19,8.39660622842712,0,19.960156879948386,105,7,199.0,0,0.0,88,1,53,55,73,9,0,3,5,False,False,False,True,False,False,False,False,False,False,False
111,172,4,2022,1,5,6.633318433280377,3,19.283319532538627,32,0,12.0,0,0.0,170,0,70,61,44,40,0,37,4,False,False,False,False,False,False,False,True,False,False,False
6,285,1,2022,1,7,6.598509028614515,0,17.55138015241444,0,2,2.0,0,0.0,94,0,46,55,50,71,0,10,11,False,False,False,False,False,False,False,True,False,False,False
151,95,1,2021,11,18,7.935945103353701,0,19.23276227492921,45,0,107.0,0,0.0,170,1,65,46,47,12,0,13,16,False,True,False,False,False,False,False,False,False,False,False
166,260,1,2021,12,1,7.576097340623111,0,19.475692932736543,56,8,104.0,0,10.0,78,1,40,7,29,62,0,9,3,False,False,False,False,False,False,False,False,False,True,False
331,282,1,2018,3,9,8.280964400553373,12,20.212057151488324,33,102,93.0,0,30.0,94,1,57,36,58,5,0,15,3,False,False,False,False,True,False,False,False,False,False,False
343,160,1,2021,10,30,7.844632644464681,0,19.65259772830119,52,15,35.0,0,1.0,73,1,83,11,41,0,0,36,14,False,False,False,False,True,False,False,False,False,False,False
391,20,2,2021,8,3,8.589699882202986,10,20.328445561538473,138,24,133.0,0,1.0,176,1,73,79,86,42,0,7,18,False,False,False,True,False,False,False,False,False,False,False
327,40,3,2021,11,5,8.509967146324497,0,19.764980936845582,63,40,76.0,0,0.0,82,1,63,85,62,6,0,35,4,False,False,False,False,True,False,False,False,False,False,False
220,275,3,2020,3,13,8.815073088844464,0,20.089351635493692,47,14,90.0,0,1.0,95,1,77,40,47,2,0,9,3,False,False,False,False,True,False,False,False,False,False,False
349,254,1,2021,10,22,8.022240916806537,9,20.051639056485406,77,31,85.0,5,28.0,123,0,75,93,86,8,0,14,3,False,False,True,False,False,False,False,False,False,False,False
249,53,3,2021,9,8,7.930565854233965,2,19.89474637951667,86,76,59.0,0,16.0,98,0,73,60,85,17,0,24,5,True,False,False,False,False,False,False,False,False,False,False
196,210,1,2020,7,17,7.9617188159813645,0,20.033197236691418,43,15,116.0,0,2.0,80,1,70,57,49,19,0,12,8,False,False,False,True,False,False,False,False,False,False,False
309,147,3,2021,9,16,8.200837258379849,0,19.684991719659962,69,3,70.0,0,3.0,110,0,86,31,53,43,0,11,6,False,False,False,True,False,False,False,False,False,False,False
52,25,1,2021,5,21,8.472195825485501,6,20.857488839853396,180,135,223.0,0,5.0,110,1,79,70,36,0,0,6,11,False,False,False,False,False,False,False,False,False,False,True
411,69,2,2021,6,24,8.531884740159228,0,20.326744985947123,83,9,100.0,0,4.0,129,1,83,44,62,2,0,8,6,False,False,False,False,False,False,False,False,False,False,True
417,211,1,2021,4,1,8.928772900524256,4,20.951898820122032,117,39,141.0,0,46.0,181,1,44,22,60,61,0,42,9,True,False,False,False,False,False,False,False,False,False,False
310,299,2,2021,10,21,6.964135612418245,0,19.381616584922103,17,5,21.0,0,0.0,84,1,67,78,63,29,0,12,5,False,False,False,False,True,False,False,False,False,False,False
390,255,3,2021,7,8,8.09346227450118,19,20.22904430249892,101,34,70.0,1,2.0,154,1,66,63,69,21,0,11,7,False,False,False,False,False,False,False,False,True,False,False
91,291,2,2021,8,1,8.704004653483045,0,20.155790047219458,171,51,187.0,1,21.0,120,0,77,51,79,20,0,26,6,False,False,True,False,False,False,False,False,False,False,False
97,254,1,2021,11,19,6.8308742346461795,0,18.93396186451702,24,47,74.0,0,0.0,94,1,42,47,36,76,0,9,5,False,False,False,True,False,False,False,False,False,False,False
15,131,1,2021,9,1,8.038834757787749,0,19.71120083584509,111,5,182.0,1,0.0,122,1,77,51,79,5,0,16,5,False,True,False,False,False,False,False,False,False,False,False
427,0,2,2022,1,7,6.694562058521095,0,17.921140203425477,3,0,5.0,0,0.0,148,1,68,29,73,0,0,7,7,False,False,False,True,False,False,False,False,False,False,False
102,121,1,2021,12,1,6.257667587882639,1,19.32788208014229,17,89,11.0,0,0.0,120,1,83,59,73,6,0,5,11,True,False,False,False,False,False,False,False,False,False,False
396,268,2,2021,11,19,6.688354713946762,0,18.857630772255387,13,27,8.0,0,0.0,120,1,72,54,71,26,0,10,4,False,False,False,False,False,False,True,False,False,False,False
77,298,1,2021,11,17,6.595780513961311,0,19.108227295226364,14,14,24.0,0,4.0,106,1,86,86,79,11,0,8,9,False,False,False,True,False,False,False,False,False,False,False
227,66,1,2022,1,7,6.670766320845874,0,18.639072487288203,13,0,32.0,1,0.0,110,1,63,31,35,93,0,29,3,False,True,False,False,False,False,False,False,False,False,False
420,211,1,2021,5,21,8.029432840581244,4,20.561462363213817,25,46,105.0,0,45.0,169,1,39,36,45,81,0,8,13,False,False,False,False,False,False,False,False,True,False,False
285,148,1,2021,8,29,8.445052513638554,0,19.745985030079694,24,6,105.0,0,0.0,118,1,80,21,55,1,0,26,17,False,False,False,True,False,False,False,False,False,False,False
325,225,1,2020,12,25,8.101071503119543,3,20.043585251395882,25,3,52.0,0,1.0,140,1,79,56,91,26,0,13,21,False,False,False,False,True,False,False,False,False,False,False
301,3,1,2010,11,29,10.482485711405168,6,21.11043110233181,195,125,,2,78.0,105,1,73,52,76,13,0,5,3,False,False,False,False,False,False,False,False,False,False,True
276,83,2,2021,12,23,8.006367567650246,0,19.38112807971188,60,17,154.0,0,22.0,108,0,96,71,42,57,0,8,9,False,False,False,False,False,False,False,False,False,True,False
419,211,1,2021,5,21,8.211211361793023,0,20.479545250609746,20,21,99.0,0,7.0,173,1,40,19,29,86,0,34,4,True,False,False,False,False,False,False,False,False,False,False
423,16,1,2020,10,23,9.012864567410551,0,20.94845838682857,175,55,95.0,0,2.0,144,1,73,66,80,44,0,9,12,False,False,False,True,False,False,False,False,False,False,False
360,277,1,2021,10,1,7.048386408721883,0,19.661670724850183,20,99,44.0,0,2.0,120,1,81,92,90,9,0,8,7,True,False,False,False,False,False,False,False,False,False,False
140,109,1,2020,2,21,8.593969030218288,4,20.673694813335583,111,127,210.0,0,37.0,129,1,61,59,46,56,0,13,5,False,False,False,True,False,False,False,False,False,False,False
244,252,2,2016,11,18,8.905308661189288,0,20.679173152671975,92,127,,0,62.0,102,1,74,45,89,5,0,26,13,False,False,False,False,False,False,False,False,False,True,False
255,47,4,2021,8,13,8.837971491357209,0,19.873432108963122,122,11,201.0,0,1.0,124,0,79,79,84,2,0,5,5,False,False,False,False,False,False,False,False,False,False,True
45,34,1,2017,3,30,8.344029572407049,0,20.471935480110076,39,45,250.0,0,0.0,120,1,60,11,33,90,0,8,5,False,False,False,False,False,False,False,False,False,True,False
141,34,1,2021,7,28,7.580699752224563,0,19.838462027876616,19,0,38.0,0,0.0,81,1,45,12,57,7,0,23,3,False,False,False,True,False,False,False,False,False,False,False
194,12,2,2021,9,2,7.607381425639791,0,19.688245554111557,101,12,38.0,0,0.0,105,1,76,58,84,10,0,13,10,False,False,False,False,False,False,False,False,False,False,True
116,198,1,2021,8,10,7.10002716662926,2,19.486179539310733,30,2,5.0,0,6.0,79,1,63,76,67,38,0,6,4,False,False,False,False,False,False,False,False,True,False,False
364,21,1,2014,1,1,9.761635928295886,8,21.099014726090335,92,122,,0,55.0,126,1,53,66,85,2,0,24,4,False,False,False,False,False,False,False,False,True,False,False
395,76,3,2021,9,3,8.60922527686273,0,20.009805477661082,144,30,86.0,0,0.0,136,0,80,33,60,0,0,32,14,False,False,True,False,False,False,False,False,False,False,False
76,237,1,2021,6,25,7.877397186353287,3,19.95960902734698,36,82,39.0,0,5.0,102,0,77,26,63,58,0,11,5,True,False,False,False,False,False,False,False,False,False,False
294,124,2,2021,1,28,8.998136760700307,0,20.39590771035604,92,34,131.0,0,0.0,102,1,89,77,82,3,0,17,11,False,False,False,False,False,False,False,False,False,False,True
36,289,2,2021,11,11,6.628041376179533,4,19.11867951648412,22,3,0.0,0,0.0,94,1,52,68,69,13,0,33,8,False,False,False,True,False,False,False,False,False,False,False
366,262,1,2022,1,10,5.541263545158426,0,18.078401229688236,0,4,23.0,0,0.0,145,1,41,65,88,0,0,26,5,False,False,False,False,False,False,False,False,False,False,True
10,125,3,2021,6,24,8.788288460263619,0,20.085637946263077,93,5,67.0,1,0.0,172,0,74,79,66,11,0,8,16,False,False,False,False,False,False,False,False,True,False,False
282,80,1,2022,1,10,6.135564891081739,0,19.16913251413704,10,56,17.0,0,0.0,138,0,74,65,67,46,0,36,4,False,False,False,False,False,False,False,False,False,True,False
191,185,2,2021,4,28,8.495765244002618,4,20.295145376448346,143,24,110.0,0,70.0,120,1,72,67,72,0,0,13,4,False,False,False,False,False,False,False,False,False,True,False
275,25,1,2021,7,9,7.496652438168283,2,20.226234711750422,77,134,74.0,0,2.0,125,1,70,65,74,1,0,34,4,True,False,False,False,False,False,False,False,False,False,False
0,94,2,2002,5,26,10.039939675671627,0,21.25136856095997,78,46,,1,0.0,171,1,55,10,85,7,0,8,20,False,False,False,True,False,False,False,False,False,False,False
313,14,8,2021,8,12,7.353081920515432,0,19.224115987344238,72,0,0.0,0,0.0,84,0,56,61,76,10,0,14,11,False,False,False,False,False,False,False,False,False,True,False
115,187,2,2021,10,14,6.364750756851911,0,19.36969435060209,24,92,93.0,0,0.0,122,0,80,62,69,28,0,13,7,False,False,False,False,False,False,False,False,True,False,False
229,290,2,2021,4,29,8.133587417660966,16,20.206006378716765,61,23,70.0,1,0.0,92,1,85,92,54,16,0,29,7,False,False,False,False,True,False,False,False,False,False,False
347,13,3,2021,11,18,6.806829360392176,0,18.992394032582993,30,26,15.0,0,0.0,90,0,63,75,75,17,0,11,8,False,False,False,False,False,False,False,False,True,False,False
205,149,2,2022,2,10,8.826147399143558,28,20.390016491427794,151,102,175.0,5,29.0,94,0,84,90,70,9,0,14,8,False,False,False,False,False,False,True,False,False,False,False
336,141,1,2022,2,11,6.3818160174060985,5,19.32237218693466,4,113,20.0,0,1.0,130,0,51,50,76,30,0,10,7,False,False,False,False,True,False,False,False,False,False,False
48,71,1,2022,2,11,8.23403420769204,0,20.022714039751456,76,0,102.0,0,2.0,180,0,35,23,61,23,0,19,6,False,False,False,False,False,False,False,False,False,True,False
363,85,2,2022,2,11,7.266128779556451,0,18.804509328203533,46,1,34.0,0,0.0,134,1,53,31,31,92,0,28,3,False,False,False,True,False,False,False,False,False,False,False
50,181,2,2022,2,2,7.069874128458572,0,18.721371483103677,34,1,31.0,0,0.0,123,1,52,44,60,40,0,26,3,False,False,False,False,False,False,False,False,False,True,False
425,278,1,2022,2,4,7.905441649060286,0,19.653815344538934,105,12,51.0,0,12.0,160,0,61,65,64,1,0,12,4,False,False,False,False,True,False,False,False,False,False,False
20,164,2,2019,8,4,8.583542571957771,0,19.870430612618517,33,123,7.0,0,4.0,141,1,37,17,67,2,0,34,9,False,False,False,False,False,True,False,False,False,False,False
251,283,1,2016,8,5,7.780720886117918,0,19.8584654965349,22,13,65.0,0,6.0,160,1,31,30,88,7,0,8,8,True,False,False,False,False,False,False,False,False,False,False
117,123,3,2020,7,24,5.60947179518496,4,19.60699260386122,7,21,2.0,0,0.0,95,0,84,49,72,8,0,15,8,False,False,False,False,False,False,False,True,False,False,False
65,140,1,2021,12,10,6.883462586413092,0,19.038072321144057,11,0,10.0,0,0.0,160,1,60,47,62,3,0,38,4,False,False,False,False,True,False,False,False,False,False,False
55,72,3,1995,12,28,9.840228212896937,0,20.177495260454585,128,17,,0,0.0,92,1,77,76,84,3,0,38,4,False,False,False,False,False,False,False,False,False,True,False
129,93,2,1999,1,1,9.855766816324715,0,20.330281721201334,78,15,,0,3.0,134,1,93,61,74,9,0,17,8,False,False,False,False,False,False,False,False,False,False,True
98,177,2,2021,11,19,8.17244681834278,2,19.34839079846985,57,13,50.0,1,7.0,172,0,31,4,86,1,0,28,17,False,False,True,False,False,False,False,False,False,False,False
233,242,1,2021,12,17,7.30854279753919,0,19.262231244146555,44,63,91.0,0,24.0,80,1,76,92,62,6,0,8,13,True,False,False,False,False,False,False,False,False,False,False
334,91,2,1999,11,21,9.747768977536708,0,20.63870462167573,83,63,,0,0.0,80,0,78,53,74,4,0,45,21,False,False,False,False,False,False,False,False,True,False,False
346,50,1,2017,10,4,7.916807490937603,0,20.028037063374217,5,1,62.0,0,0.0,120,1,67,8,54,27,0,8,4,False,False,False,False,False,False,False,False,False,False,True
7,28,1,2020,2,29,8.346404870435956,11,20.345034209711475,21,20,40.0,0,0.0,92,1,86,89,79,17,0,11,6,False,False,False,True,False,False,False,False,False,False,False
3,182,2,2022,1,15,5.8664680569332965,0,18.77932911240742,10,0,39.0,0,0.0,154,0,79,86,52,66,0,9,7,False,False,False,False,True,False,False,False,False,False,False
289,6,2,2021,10,22,7.325148957955575,0,19.161515061523275,42,7,15.0,0,4.0,92,0,73,37,74,28,0,14,6,False,False,False,False,True,False,False,False,False,False,False
51,207,2,2022,2,11,6.742880635791903,0,17.985496989128208,25,0,14.0,0,0.0,140,1,89,75,70,6,0,13,5,False,False,True,False,False,False,False,False,False,False,False
211,314,1,2022,1,28,6.400257445308821,0,18.85323909303052,28,73,64.0,0,0.0,135,0,89,89,86,16,0,8,5,False,False,False,False,False,False,False,True,False,False,False
64,303,1,2021,12,24,6.234410725718371,9,19.57637307709333,8,106,6.0,0,8.0,139,1,44,18,38,70,0,12,4,False,False,False,False,False,False,False,True,False,False,False
397,163,1,2019,10,4,7.8551570058813445,0,19.132062023290946,8,67,66.0,0,0.0,80,0,39,45,55,73,0,9,21,False,False,False,False,False,False,False,False,False,False,True
186,61,2,2020,2,29,8.495152060539358,20,20.44778737526682,52,42,100.0,0,0.0,93,1,74,59,87,3,0,8,5,False,False,False,True,False,False,False,False,False,False,False
383,59,1,2022,1,21,8.59711281459211,32,20.34123669315242,46,16,53.0,1,2.0,96,0,87,82,53,10,0,5,8,False,True,False,False,False,False,False,False,False,False,False
112,9,1,2021,11,11,8.449770515098804,2,20.11847941022419,123,113,180.0,1,4.0,92,0,81,40,73,15,0,9,8,False,False,False,False,False,False,True,False,False,False,False
160,163,1,2022,2,4,7.543802867501509,0,18.61881972642291,26,1,58.0,0,0.0,71,0,28,26,20,19,0,30,3,False,False,False,True,False,False,False,False,False,False,False
78,190,2,2022,2,1,6.815639990074331,2,19.15384658844894,45,0,99.0,1,1.0,135,0,78,55,57,4,0,10,8,True,False,False,False,False,False,False,False,False,False,False
238,129,1,2022,2,18,7.986164860332727,0,19.080498085240013,42,0,24.0,0,0.0,150,0,65,11,58,0,0,12,9,False,False,False,False,False,False,True,False,False,False,False
59,86,1,2022,2,18,6.54534966033442,11,19.51811970787747,16,41,13.0,1,1.0,189,1,55,86,44,40,0,7,4,False,False,False,False,False,False,False,False,False,False,True
79,295,1,2022,2,15,5.796057750765372,0,19.024877851283165,10,21,7.0,0,9.0,85,1,72,55,64,49,0,7,4,False,False,False,True,False,False,False,False,False,False,False
368,157,2,2013,7,16,7.346655163176539,0,18.50769821592342,0,0,14.0,0,0.0,81,1,77,68,70,6,0,17,20,False,False,False,True,False,False,False,False,False,False,False
130,301,2,2022,2,25,7.455876687491824,0,18.84752162040618,26,1,19.0,0,0.0,104,0,80,24,65,2,0,9,4,False,False,False,False,True,False,False,False,False,False,False
426,127,1,2021,9,3,7.603897968521881,0,19.66231874743905,16,5,43.0,0,7.0,129,1,42,33,44,62,0,8,6,False,False,True,False,False,False,False,False,False,False,False
187,28,1,2020,2,29,7.080867896690782,0,19.56050835457735,13,1,15.0,0,1.0,94,0,76,81,80,20,0,25,4,False,False,False,True,False,False,False,False,False,False,False
421,211,1,2021,5,21,8.08886878916199,0,20.31644815301985,10,0,70.0,0,0.0,164,0,70,71,58,24,0,7,13,False,True,False,False,False,False,False,False,False,False,False
232,309,1,2021,9,10,7.295735072749282,0,19.390622306839457,2,0,12.0,0,10.0,138,1,69,35,57,12,0,10,9,False,False,False,False,True,False,False,False,False,False,False
373,11,2,2019,6,28,7.8655717576847906,0,19.283031304707254,15,48,50.0,0,3.0,98,0,68,33,43,38,0,36,14,False,False,False,False,False,False,False,False,True,False,False
281,220,1,2022,3,23,7.00850518208228,0,19.298900269417135,32,0,19.0,0,0.0,174,1,58,56,83,5,0,7,4,False,False,False,True,False,False,False,False,False,False,False
